Date,Close,Daily Return,Volatility (%),Risk-Free Rate,Put-Call Ratio
2023-01-03,116.61575317382812,0.0,35.38743030866058,,0.0
2023-01-04,114.76738739013672,-1.5850052273265525,35.38743030866058,,1.12
2023-01-05,113.60980224609376,-1.0086359638979192,35.38743030866058,,0.0
2023-01-06,117.11985778808594,3.0895710340107296,35.38743030866058,,0.99
2023-01-09,120.3965301513672,2.797708625304174,35.38743030866058,,0.89
2023-01-10,120.14447021484376,-0.2093581403106337,35.38743030866058,,0.98
2023-01-11,122.77703094482422,2.191162627187837,35.38743030866058,,0.96
2023-01-12,120.77928161621094,-1.6271360475487162,35.38743030866058,,0.96
2023-01-13,121.33004760742188,0.4560103221685541,35.38743030866058,,0.93
2023-01-17,120.07913208007812,-1.0310022554274711,35.38743030866058,,0.97
2023-01-18,118.20274353027344,-1.5626266756769702,35.38743030866058,,1.22
2023-01-19,118.15608215332033,-0.0394757139805079,35.38743030866058,,0.99
2023-01-20,119.67771911621094,1.2878194123905784,35.38743030866058,,0.85
2023-01-23,119.00558471679688,-0.5616203286439636,35.38743030866058,,0.0
2023-01-24,120.62991333007812,1.3649179718302706,35.38743030866058,,1.03
2023-01-25,120.3125228881836,-0.2631108927568126,35.38743030866058,,0.99
2023-01-26,122.1982192993164,1.567331783812187,35.38743030866058,,0.89
2023-01-27,123.43047332763672,1.0084058797141582,35.38743030866058,,0.84
2023-01-30,121.62876892089844,-1.4596917261718634,35.38743030866058,,0.91
2023-01-31,124.2799835205078,2.1797594624455963,35.38743030866058,,0.92
2023-02-01,123.62650299072266,-0.5258131770489949,35.38743030866058,,0.9
2023-02-02,120.16314697265624,-2.80146726978624,35.38743030866058,,0.8
2023-02-03,118.92156219482422,-1.0332492191757914,35.38743030866058,,0.91
2023-02-06,117.74532318115234,-0.9890880946761272,35.38743030866058,,0.85
2023-02-07,117.74532318115234,0.0,35.38743030866058,,0.91
2023-02-08,119.92977905273438,1.8552379088732307,35.38743030866058,,0.9
2023-02-09,120.51789093017578,0.4903801892129023,35.38743030866058,,0.0
2023-02-10,122.47828674316406,1.6266429804385307,35.38743030866058,,1.03
2023-02-13,120.36851501464844,-1.7225679625481716,35.38743030866058,,0.92
2023-02-14,120.08846282958984,-0.2326623245493375,35.38743030866058,,0.96
2023-02-15,120.4618682861328,0.31094199038324,35.38743030866058,,0.93
2023-02-16,120.42453002929688,-0.0309959137834825,35.38743030866058,,0.89
2023-02-17,119.67771911621094,-0.6201484970746907,35.38743030866058,,1.03
2023-02-21,117.75465393066406,-1.606869849917103,35.38743030866058,,0.98
2023-02-22,120.17247772216795,2.0532723852490387,35.38743030866058,,1.13
2023-02-23,120.49921417236328,0.2718895843611513,35.38743030866058,,1.04
2023-02-24,120.3031768798828,-0.1626876107258756,35.38743030866058,,1.11
2023-02-27,120.62991333007812,0.2715941994794857,35.38743030866058,,0.0
2023-02-28,120.56455993652344,-0.0541767723697739,35.38743030866058,,1.02
2023-03-01,119.60303497314452,-0.7975187433895581,35.38743030866058,,1.13
2023-03-02,120.29385375976562,0.5775930241036287,35.38743030866058,,1.09
2023-03-03,119.86441802978516,-0.3569889205129906,35.38743030866058,,0.0
2023-03-06,117.60530090332033,-1.8847270637925904,35.38743030866058,,1.0
2023-03-07,117.74532318115234,0.1190611960145693,35.38743030866058,,0.87
2023-03-08,118.99626159667967,1.0624102781583655,35.38743030866058,,0.99
2023-03-09,115.0661163330078,-3.302746835016146,35.38743030866058,,1.04
2023-03-10,112.54560089111328,-2.190493189671938,35.38743030866058,,1.23
