Date,Close,Daily Return,Put-Call Ratio
2019-10-07,135.2550048828125,-0.0052570347137113,1.89
2019-10-08,131.56642150878906,-0.0272713263159414,1.71
2019-10-09,132.9008331298828,0.0101424938505652,0.75
2019-10-10,133.14859008789062,0.0018642242653639,4.26
2019-10-11,134.0826416015625,0.0070151063038317,1.75
2019-10-14,133.51080322265625,-0.0042648203531484,4.12
2019-10-15,136.38916015625,0.0215589814765289,1.18
2019-10-16,135.7220001220703,-0.004891591336257,1.27
2019-10-17,136.43679809570312,0.005266633066046,1.44
2019-10-18,136.64651489257812,0.0015370984939699,2.82
2019-10-21,133.95875549316406,-0.0196694324881024,3.47
2019-10-22,130.49899291992188,-0.0258270731204183,1.28
2019-10-23,131.38536071777344,0.0067921428205615,2.06
2019-10-24,130.94692993164062,-0.0033369835401571,3.15
2019-10-25,131.53787231445312,0.0045128387746165,1.95
2019-10-28,132.91990661621094,0.0105067405868777,2.32
2019-10-29,134.8166046142578,0.0142694803685301,4.37
2019-10-30,135.9888458251953,0.0086950803596601,2.64
2019-10-31,134.930908203125,-0.0077795911543379,2.76
2019-11-01,135.47418212890625,0.0040263119326477,0.6
2019-11-04,133.93968200683594,-0.0113268823472962,0.91
2019-11-05,138.65756225585938,0.0352239170523238,1.33
2019-11-06,138.66709899902344,6.877910594216274e-05,0.5
2019-11-07,138.381103515625,-0.0020624609980515,2.13
2019-11-08,139.00064086914062,0.0044770372382936,3.48
2019-11-11,137.90460205078125,-0.0078851350001416,7.22
2019-11-12,138.77194213867188,0.0062894209112125,2.66
2019-11-13,138.7814483642578,6.850250446466255e-05,1.34
2019-11-14,139.85848999023438,0.0077607031679742,1.69
2019-11-15,141.77420043945312,0.0136974912953264,6.99
2019-11-18,142.37466430664062,0.0042353535786219,3.68
2019-11-19,144.76693725585938,0.0168026591027907,4.44
2019-11-20,144.7478790283203,-0.0001316476531196,4.71
2019-11-21,143.7566680908203,-0.0068478442941887,4.99
2019-11-22,144.76693725585938,0.0070276334201124,4.69
2019-11-25,144.74783325195312,-0.0001319638604531,8.86
2019-11-26,144.97715759277344,0.001584302408321,3.05
2019-11-27,145.87525939941406,0.006194781450767,4.18
2019-11-29,144.40390014648438,-0.0100864208158906,3.73
2019-12-02,143.54400634765625,-0.0059547823705304,1.57
2019-12-03,145.302001953125,0.0122470847108095,2.24
2019-12-04,147.20333862304688,0.0130854127566339,1.23
2019-12-05,146.13323974609375,-0.0072695285783795,4.51
2019-12-06,147.42303466796875,0.0088261570339234,1.93
2019-12-09,145.74148559570312,-0.0114062844795785,3.15
2019-12-10,147.07908630371094,0.0091778995015763,2.11
2019-12-11,146.83065795898438,-0.0016890800111007,1.96
2019-12-12,146.8115692138672,-0.0001300051731875,2.64
2019-12-13,145.1586456298828,-0.0112588101389781,3.58
2019-12-16,144.03125,-0.0077666447285363,2.27
2019-12-17,144.7669677734375,0.0051080426882186,1.35
2019-12-18,142.607666015625,-0.0149157075748926,1.34
2019-12-19,141.7764892578125,-0.0058284156878455,1.92
2019-12-20,143.1618194580078,0.0097712265795788,2.07
2019-12-23,144.7287139892578,0.0109449190935269,2.62
2019-12-27,145.04403686523438,0.003039527790021,2.6
2019-12-30,145.16822814941406,0.0008562315753462,2.97
2020-01-03,143.9166259765625,-0.0070533728867411,1.91
2020-01-06,144.8625030517578,0.0065723961271115,5.01
2020-01-07,144.30831909179688,-0.0038255859748808,2.46
2020-01-08,144.2223663330078,-0.0005956188758209,0.98
2020-01-09,145.01535034179688,0.0054983427948898,3.8
2020-01-10,144.27967834472656,-0.0050730629228998,2.12
2020-01-13,144.78604125976562,0.003509592763502,1.83
2020-01-14,145.61727905273438,0.005741145940149,1.29
2020-01-15,145.77015686035156,0.0010498603504451,0.88
2020-01-16,147.26065063476562,0.010224958294049,2.15
2020-01-17,147.26065063476562,0.0,1.68
2020-01-21,146.9548797607422,-0.0020763922521421,1.52
2020-01-22,145.9803009033203,-0.0066318237203731,2.12
2020-01-23,145.04403686523438,-0.006413632745599,1.91
2020-01-24,144.5471954345703,-0.0034254523067756,3.83
2020-01-27,143.41981506347656,-0.0077993929090381,2.13
2020-01-28,144.3179168701172,0.0062620482828201,2.67
2020-01-29,144.7669677734375,0.0031115395306353,3.01
2020-01-30,146.47715759277344,0.0118133980813386,3.13
2020-01-31,143.97393798828125,-0.0170894878466407,0.27
2020-02-03,144.27017211914062,0.0020575538531388,2.0
2020-02-04,145.4261932373047,0.0080128906840799,1.92
2020-02-05,146.10455322265625,0.0046646341367446,0.8
2020-02-06,147.37527465820312,0.0086973431526828,2.74
2020-02-07,146.05677795410156,-0.0089465258481075,1.35
2020-02-10,147.02175903320312,0.0066068900917752,2.13
2020-02-11,155.037841796875,0.0545231047185439,1.78
2020-02-12,160.35006713867188,0.0342640563118568,1.22
2020-02-13,159.5570526123047,-0.0049455203887216,0.85
2020-02-14,160.99972534179688,0.0090417358924121,3.14
2020-02-18,160.445556640625,-0.0034420474941518,1.49
2020-02-19,160.76083374023438,0.0019650098526289,1.07
