Date,Close,Daily Return,Put-Call Ratio
2019-10-07,71.24475860595703,-0.0137487219290414,1.05
2019-10-08,69.46935272216797,-0.0249198105029527,1.01
2019-10-09,69.85609436035156,0.0055670827930456,1.03
2019-10-10,70.2427978515625,0.0055357158849467,0.99
2019-10-11,73.6090316772461,0.0479228323563811,0.94
2019-10-14,72.4664535522461,-0.0155222545245516,1.15
2019-10-15,72.98502349853516,0.0071560000644323,1.01
2019-10-16,73.62662506103516,0.0087908660125715,0.92
2019-10-17,74.18033599853516,0.0075205258565225,0.91
2019-10-18,72.9586410522461,-0.0164692560345532,1.14
2019-10-21,73.42449188232422,0.006385135788707,0.94
2019-10-22,72.21157836914062,-0.0165191951907206,0.95
2019-10-23,72.53678131103516,0.0045034736705533,0.87
2019-10-24,73.29263305664062,0.0104202548271945,0.78
2019-10-25,73.81119537353516,0.0070752311012456,0.82
2019-10-28,73.85513305664062,0.0005952712577423,0.79
2019-10-29,74.62857818603516,0.010472462744077,0.85
2019-10-30,79.9548110961914,0.0713698832219333,0.97
2019-10-31,80.42061614990234,0.0058258539708202,1.16
2019-11-01,83.505615234375,0.038360798911591,0.74
2019-11-04,84.36695098876953,0.0103147046097082,0.65
2019-11-05,85.14918518066406,0.0092718082463199,0.85
2019-11-06,85.71168518066406,0.0066060526452076,0.93
2019-11-07,85.10523223876953,-0.0070754989896213,0.66
2019-11-08,85.86990356445312,0.0089850095648438,0.94
2019-11-11,87.02127838134766,0.013408362756927,0.91
2019-11-12,86.4411849975586,-0.0066661096524801,0.88
2019-11-13,84.67456817626953,-0.0204372119764317,1.0
2019-11-14,85.28981018066406,0.0072659597520918,0.92
2019-11-15,85.25465393066406,-0.000412197540662,0.84
2019-11-18,85.21949768066406,-0.0004123675175385,0.84
2019-11-19,85.6501693725586,0.0050536755509678,1.08
2019-11-20,85.32496643066406,-0.0037968744752853,1.0
2019-11-21,86.05445861816406,0.0085495748550079,1.21
2019-11-22,85.45680236816406,-0.0069450933699075,0.96
2019-11-25,86.59059143066406,0.0132673939473586,0.94
2019-11-26,86.59059143066406,0.0,1.05
2019-11-27,86.81913757324219,0.0026393877071635,0.94
2019-11-29,86.09840393066406,-0.00830155266136,0.96
2019-12-02,86.01051330566406,-0.0010208159615917,0.99
2019-12-03,85.4743881225586,-0.0062332517560985,1.13
2019-12-04,85.17555236816406,-0.0034962023239761,0.98
2019-12-05,86.1247787475586,0.0111443524932082,1.08
2019-12-06,86.50271606445312,0.0043882529788821,0.88
2019-12-09,87.1794662475586,0.0078234558854917,1.02
2019-12-10,85.984130859375,-0.0137112033330104,0.98
2019-12-11,86.3532943725586,0.0042933912280551,0.98
2019-12-12,87.4519271850586,0.0127225350287172,0.72
2019-12-13,87.1706771850586,-0.0032160526251736,1.1
2019-12-16,87.46951293945312,0.003428168324999,0.87
2019-12-17,88.69998931884766,0.0140674886373983,0.63
2019-12-18,88.12869262695312,-0.0064407752050669,1.06
2019-12-19,86.45877075195312,-0.0189486740949255,0.78
2019-12-20,87.0476303100586,0.0068108712740653,0.79
2019-12-23,88.11991119384766,0.0123183236576305,0.8
2019-12-24,88.69998931884766,0.0065828269359455,0.8
2019-12-26,89.20096588134766,0.0056479889833938,0.79
2019-12-27,88.88458251953125,-0.0035468602687245,0.87
2019-12-30,87.58689880371094,-0.0145996491071459,0.9
2019-12-31,88.11656188964844,0.0060472866738268,0.96
2020-01-02,88.16954040527344,0.0006012322143407,0.83
2020-01-03,87.59573364257812,-0.0065079931239041,0.85
2020-01-06,86.82775115966797,-0.0087673503146146,0.83
2020-01-07,88.40786743164062,0.0181982862721732,0.83
2020-01-08,88.67269134521484,0.0029954790367383,0.76
