Date,Close,Daily Return,Put-Call Ratio
2019-10-07,27.79964637756348,-0.0002706638954598,1.89
2019-10-08,27.724411010742188,-0.0027063425843434,1.71
2019-10-09,27.96516227722168,0.0086837288044174,0.75
2019-10-10,27.95764923095703,-0.0002686573455276,4.26
2019-10-11,28.183351516723636,0.0080730065643961,1.75
2019-10-14,28.153261184692383,-0.0010676633690424,4.12
2019-10-15,28.108110427856445,-0.0016037487287791,1.18
2019-10-16,27.995264053344727,-0.0040147264541796,1.27
2019-10-17,28.409055709838867,0.0147807734803167,1.44
2019-10-18,28.198400497436523,-0.0074150726639389,2.82
2019-10-21,28.79275894165039,0.0210777361030778,3.47
2019-10-22,28.973323822021484,0.0062711906398762,1.28
2019-10-23,29.387121200561523,0.0142820126914651,2.06
2019-10-24,29.49997329711914,0.0038401888972867,3.15
2019-10-25,29.60529899597168,0.0035703659047998,1.95
2019-10-28,29.52254867553711,-0.0027951185511022,2.32
2019-10-29,28.536958694458008,-0.033384312171387,4.37
2019-10-30,28.935701370239254,0.0139728511384322,2.64
2019-10-31,28.521915435791016,-0.0143001867884158,2.76
2019-11-01,29.116273880004883,0.020838658103166,0.6
2019-11-04,29.612829208374023,0.0170542195892084,0.91
2019-11-05,29.966442108154297,0.0119412062012729,1.33
2019-11-06,29.64292335510254,-0.0107960348407101,0.5
2019-11-07,30.051816940307617,0.0137939696536271,2.13
2019-11-08,29.952465057373047,-0.0033060191712173,3.48
2019-11-11,29.92189216613769,-0.0010207136934068,7.22
2019-11-12,29.906606674194336,-0.0005108464350612,2.66
2019-11-13,29.967748641967773,0.0020444301300888,1.34
2019-11-14,29.791961669921875,-0.0058658718125965,1.69
2019-11-15,29.967748641967773,0.0059004832912152,6.99
2019-11-18,29.853105545043945,-0.0038255492026945,3.68
2019-11-19,29.539743423461918,-0.0104968014503286,4.44
2019-11-20,29.4327449798584,-0.0036221859502859,4.71
2019-11-21,29.49388885498047,0.0020774098767857,4.99
2019-11-22,29.46331596374512,-0.001036583930511,4.69
2019-11-25,29.524463653564453,0.0020753838398426,8.86
2019-11-26,29.134675979614254,-0.0132021932226746,3.05
2019-11-27,28.859529495239254,-0.0094439520991248,4.18
2019-11-29,28.59967803955078,-0.0090040087358784,3.73
2019-12-02,28.515602111816406,-0.0029397508467789,1.57
2019-12-03,28.141094207763672,-0.013133438409759,2.24
2019-12-04,28.32453346252441,0.0065185544459083,1.23
2019-12-05,28.01117515563965,-0.0110631409798633,4.51
2019-12-06,28.34745216369629,0.0120051017562872,1.93
2019-12-09,28.355100631713867,0.0002698114798258,3.15
2019-12-10,28.286312103271484,-0.002425966648323,2.11
2019-12-11,27.942384719848636,-0.0121587919332571,1.96
2019-12-12,28.248096466064453,0.0109407893879101,2.64
2019-12-13,28.232812881469727,-0.0005410483008329,3.58
2019-12-16,28.61495780944824,0.01353548899229,2.27
2019-12-17,28.72959899902344,0.0040063378858921,1.35
2019-12-18,28.77546119689941,0.0015963396453091,1.34
2019-12-19,28.77546119689941,0.0,1.92
2019-12-20,28.928312301635746,0.0053118559487344,2.07
2019-12-23,29.127031326293945,0.0068693611499406,2.62
2019-12-27,28.93596076965332,-0.0031593695690327,2.6
2019-12-30,28.73724174499512,-0.006867545413132,2.97
2020-01-03,29.67731666564941,0.0180910445714237,1.91
2020-01-06,30.45689010620117,0.0262683263899694,5.01
2020-01-07,30.135892868041992,-0.0105393964071802,2.46
2020-01-08,29.67731666564941,-0.0152169442730825,0.98
2020-01-09,29.776674270629883,0.0033479308826958,3.8
2020-01-10,29.60853385925293,-0.0056467156086265,2.12
2020-01-13,29.654390335083008,0.0015487587480036,1.83
2020-01-14,29.669681549072266,0.0005156475589778,1.29
2020-01-15,29.585603713989254,-0.0028337963433798,0.88
2020-01-16,29.684961318969727,0.0033583091945994,2.15
2020-01-17,29.631460189819336,-0.0018022974183968,1.68
2020-01-21,29.28753089904785,-0.0116068964731494,1.52
2020-01-22,28.951244354248047,-0.0114822429367282,2.12
2020-01-23,29.1958122253418,0.008447577178418,1.91
2020-01-24,29.142314910888672,-0.0018323626018764,3.83
2020-01-27,28.61495780944824,-0.0180959235068656,2.13
2020-01-28,28.59203147888184,-0.0008012009215276,2.67
2020-01-29,28.40860366821289,-0.0064153472552107,3.01
2020-01-30,28.30160140991211,-0.0037665440917291,3.13
2020-01-31,27.613740921020508,-0.0243046490171644,0.27
2020-02-03,26.925874710083008,-0.024910286980127,2.0
2020-02-04,27.89652442932129,0.0360489577289313,1.92
2020-02-05,28.790740966796875,0.0320547650923745,0.8
2020-02-06,28.18695640563965,-0.02097148391747,2.74
2020-02-07,27.797164916992188,-0.0138287895662786,1.35
2020-02-10,27.65959358215332,-0.004949113884444,2.13
2020-02-11,27.934741973876957,0.0099476657495489,1.78
2020-02-12,28.40860366821289,0.0169631670404926,1.22
2020-02-13,28.12871551513672,-0.0098522319627185,0.85
2020-02-14,27.9887638092041,-0.0049754033687497,3.14
2020-02-18,28.058740615844727,0.0025001749672706,1.49
2020-02-19,28.18313217163086,0.004433255130342,1.07
2020-02-20,27.97321891784668,-0.0074481875366385,0.74
2020-02-21,27.491191864013672,-0.0172317335108501,3.88
2020-02-24,26.48048210144043,-0.0367648579069529,0.76
2020-02-25,25.60194969177246,-0.0331766017817394,3.49
2020-02-26,25.407581329345703,-0.0075919359567064,1.93
2020-02-27,24.513500213623047,-0.0351895406388012,4.38
