Date,Close,Daily Return,Put-Call Ratio
2019-10-07,35.08658981323242,-0.0126008079125575,1.05
2019-10-08,34.844356536865234,-0.0069038706142889,1.01
2019-10-09,34.8957405090332,0.0014746712889819,1.03
2019-10-10,35.5049934387207,0.0174592348750928,0.99
2019-10-11,36.415184020996094,0.0256355654267708,0.94
2019-10-14,35.68849182128906,-0.0199557470116871,1.15
2019-10-15,35.73253631591797,0.001234137179275,1.01
2019-10-16,35.35818099975586,-0.010476595135939,0.92
2019-10-17,34.99116516113281,-0.0103799411690771,0.91
2019-10-18,34.888404846191406,-0.0029367503044896,1.14
2019-10-21,35.5123291015625,0.0178834274058019,0.94
2019-10-22,35.64445495605469,0.0037205629096959,0.95
2019-10-23,35.98944091796875,0.0096785309900064,0.87
2019-10-24,35.87199783325195,-0.0032632650500041,0.78
2019-10-25,36.12891006469727,0.0071619158943849,0.82
2019-10-28,36.62071228027344,0.0136124287916652,0.79
2019-10-29,36.49592590332031,-0.0034075354951613,0.85
2019-10-30,36.239017486572266,-0.0070393724885514,0.97
2019-10-31,35.901363372802734,-0.009317419102067,1.16
2019-11-01,36.69411087036133,0.0220812644168033,0.74
2019-11-04,37.36941909790039,0.0184037223282202,0.65
2019-11-05,38.05941390991211,0.0184641567535226,0.85
2019-11-06,37.72909164428711,-0.0086791211868602,0.93
2019-11-07,37.78048324584961,0.0013621213584207,0.66
2019-11-08,37.28133392333984,-0.0132118300144983,0.94
2019-11-11,36.97304153442383,-0.0082693497381275,0.91
2019-11-12,36.93634796142578,-0.000992441288983,0.88
2019-11-13,36.48858642578125,-0.0121225178004102,1.0
2019-11-14,36.6280517578125,0.0038221631938228,0.92
2019-11-15,37.35474395751953,0.0198397721099656,0.84
2019-11-18,37.17856979370117,-0.0047162460548172,0.84
2019-11-19,37.52356719970703,0.0092794695417333,1.08
2019-11-20,36.862937927246094,-0.0176057161342084,1.0
2019-11-21,36.93634796142578,0.0019914319993856,1.21
2019-11-22,37.31803894042969,0.0103337498174569,0.96
2019-11-25,37.77313995361328,0.0121952017336726,0.94
2019-11-26,37.853885650634766,0.002137648528045,1.05
2019-11-27,38.05941390991211,0.0054295155106196,0.94
2019-11-29,37.824520111083984,-0.0061717660546252,0.96
2019-12-02,37.98600387573242,0.0042692878633803,0.99
2019-12-03,37.28133392333984,-0.0185507787209688,1.13
2019-12-04,37.7437744140625,0.0124040757681458,0.98
